segment,计数
buffet,1
Wii,1
Tom,1
Travis,1
Turbo,1
USB,1
Upup,1
Venom,1
Victoria,1
Vilebrequin,1
Vito,1
WANG,1
WIFI,1
WILL,1
WOW,1
WX,1
Wei,1
Wendy,1
Wifi,1
bty,1
bug,1
five,1
disney,1
dou,1
dragon,1
drink,1
drop,1
edition,1
em,1
emm,1
emmm,1
emmmmm,1
enjoy,1
erita,1
escort,1
esp,1
expectation,1
express,1
family,1
fastpss,1
dong,1
der,1
carrot,1
definitely,1
catherine,1
cathy,1
cdf,1
chIoeG,1
chang,1
cheery,1
cherey,1
chihiro,1
chloe,1
ci,1
cici,1
cky,1
colin,1
cp,1
cream,1
cucumber,1
dana,1
pink,1
pipi,1
pisa,1
一地水,1
一坨,1
一大截,1
一大跳,1
一天两天,1
一好,1
一客,1
一室,1
一小块,1
一小部分,1
一左一右,1
一帮,1
一幢,1
一座,1
一待,1
一心,1
一心一意,1
一想,1
一场空,1
一地,1
一扫而空,1
一团,1
一例,1
一准,1
一分为二,1
一切办法,1
一刻起,1
一刻钟,1
一千多块,1
一半分,1
一半左右,1
一厅,1
一发,1
一号,1
一吃,1
一向,1
一呆,1
一呼,1
一哥,1
一扇,1
一抬眼,1
一以贯之,1
一点一点,1
一生一世,1
一留,1
一瘸一拐,1
一百,1
一百五十,1
一百分,1
一百样,1
一盘散沙,1
一秒钟,1
一空,1
一端,1
一笔,1
一算,1
一类,1
一线品牌,1
一肚子气,1
一肚子火,1
一班,1
一炖,1
一抹,1
一溜烟,1
一拉,1
一拖二,1
一挤,1
一撇,1
一收,1
一改,1
一文不值,1
一旁,1
一板,1
一架,1
一查,1
一档,1
一款,1
一步到位,1
一汤,1
一清早,1
一湿,1
一伸,1
一人排,1
plus,1
six,1
suit,1
superfood,1
surprise,1
ta,1
there,1
tikii,1
tong,1
tsianiy,1
tutu,1
tv,1
two,1
upup,1
usb,1
vi,1
victoria,1
vs,1
vvip,1
spg,1
side,1
water,1
shoppingmall,1
popmart,1
porterhouse,1
ramsay,1
ray,1
real,1
sad,1
sales,1
sam,1
sao,1
schedule,1
sea,1
serena,1
service,1
set,1
seven,1
shiI,1
shopping,1
wang,1
welcome,1
一人份,1
一两只,1
一两点,1
一个三岁,1
一个两岁,1
一个亿,1
一个劲地,1
一个半月,1
一个双,1
一个四岁,1
一个多月,1
一个巴掌拍不响,1
一个排,1
一个点,1
一个舒服,1
一个角,1
一为,1
一二十厘米,1
一交,1
一两岁,1
一两下,1
westin,1
一两,1
what,1
will,1
wine,1
winnie,1
xixi,1
yeah,1
yuki,1
zach,1
zero,1
zhang,1
zo,1
一一列举,1
一万七千多,1
一万倍,1
一万句,1
一丝,1
一丝不挂,1
Tips,1
TM,1
一脱,1
46130,1
4200,1
428,1
4338,1
4488,1
4500,1
45109,1
4588,1
45F,1
4688,1
TK,1
5.1,1
5.25,1
5.6,1
50%,1
50211,1
5100,1
51213,1
51219,1
41218,1
408,1
40114,1
40110,1
3088,1
318,1
3188,1
3288,1
3488,1
360,1
36230,1
368,1
3700,1
37131,1
380,1
3900,1
39111,1
399,1
4.5,1
4.8,1
40%,1
5200,1
52117,1
52119,1
7700,1
7x24,1
8.5,1
8.8,1
9.30,1
90%,1
9000,1
95%,1
AHAWA,1
AHa,1
ALISA,1
ANDREW,1
ATLANTIS,1
Ahava,1
Ailsa,1
Alex,1
Allison,1
Ambe,1
78,1
758,1
54,1
700,1
555,1
5800,1
5A,1
5am,1
5k,1
6.1,1
6.5,1
6000,1
6119,1
6223,1
65,1
6666,1
6666666666666666666,1
668,1
6688,1
6900,1
6k,1
308,1
300RMB,1
3.5,1
11107,1
119,1
120cm,1
12315,1
126.127,1
1299,1
1334,1
138,1
14.10,1
1400,1
14000,1
15.8,1
1600,1
179,1
1800,1
188,1
1899,1
18F,1
117,1
111,1
1994,1
10am,1
.......,1
........,1
......................,1
0.2,1
05,1
07189,1
0K,1
1.1,1
1.298,1
1.6,1
101,1
105,1
1058,1
108,1
108800,1
109,1
10W,1
199,1
1F,1
3.30,1
25.26,1
2553,1
25w,1
260,1
268,1
2688,1
2788,1
280,1
2880,1
290,1
292,1
299,1
2K,1
2h,1
2km,1
3.15,1
3.18,1
3.26,1
250,1
248,1
1k,1
24678,1
1v1,1
1w2,1
2.0,1
2.10,1
2.45,1
2.5,1
20%,1
202,1
2020.8,1
2023,1
2088,1
20min,1
2288,1
230,1
2300,1
238,1
2400,1
Amber,1
Angelia,1
Ashely,1
Miya,1
Mr,1
NADS,1
NO,1
NO.1,1
NaDa,1
Nataba,1
Neil,1
NetSu,1
NiCole,1
Nichol,1
Nick,1
Nico,1
No,1
No1,1
Noah,1
Npc,1
Olivia,1
Moment,1
Mike,1
Oscar,1
Medco,1
LVY,1
LaDa,1
Leila,1
Liao,1
Lillian,1
Lobby,1
Louisa,1
Lounge,1
Low,1
Lucka,1
Luke,1
Lynn,1
MAI,1
MINIBAR,1
MO,1
May,1
Mayco,1
Omi,1
Osccar,1
LI,1
SWEETY,1
SaLLy,1
Sabrina,1
SallyLi,1
Sam,1
Sandra,1
Seven,1
Steve,1
Stokke,1
Street,1
Summer,1
Sun,1
Sunny100,1
Switch,1
T0,1
TELY,1
TERRY,1
TIKKI,1
SWeety,1
SUTI,1
PLUS,1
SUNNY,1
POPMART,1
POS,1
PPMM,1
PR,1
Pairs,1
Paris,1
Quanika,1
R2,1
Reception,1
Reece,1
Rita,1
Ro,1
Rose,1
Rudy,1
SAM,1
SOSO,1
SPG,1
LISA,1
Kristen,1
Asuna,1
Cici,1
DAViS,1
DAvis,1
DIMOO,1
Daisy,1
Daivs,1
Danie,1
Danny,1
Daoshan,1
Davies,1
Debbie,1
Dfs,1
Dilys,1
Dubai,1
EI,1
EIIa,1
EILeen,1
ELLa,1
Crab,1
Chris,1
EVAN,1
Chloeag,1
BB,1
BOSS,1
BREAD,1
BTW,1
BUT,1
Beyond,1
Billie,1
Biubiu,1
Bob,1
BsK,1
CHEN,1
CHERRY,1
CINDY,1
CO,1
Cao,1
Charles,1
Cheery,1
ERITA,1
Edition,1
Kitchen,1
IRIS,1
IVY,1
Ian,1
Ice,1
Idea,1
Ipad,1
JACK,1
Jadaon,1
Jeanie,1
Jim,1
Joyce,1
KAYLE,1
KITTY,1
Kakki,1
Kara,1
Kelly,1
Ken,1
KiKi,1
IT,1
Housekeeping,1
Eileens,1
Hours,1
Eille,1
Enjoy,1
F3,1
Felicia,1
GOOD,1
Gary,1
Gavin,1
Grace,1
HAIF,1
HAIFEI,1
HaiFei,1
Harden,1
Hardy,1
Hedy,1
Heidi,1
Hermando,1
Hotel,1
一股脑,1
一脸茫然,1
令带,1
买房,1
书桌,1
书面,1
书面通知,1
买一送一,1
买不出,1
买不起,1
买到,1
买卖,1
买手机,1
中产,1
买菜,1
买速通,1
乱杂,1
乱炖,1
乱穿,1
乱窜,1
乱转,1
乳猪,1
乡下,1
习性,1
习习,1
乞丐,1
乐疯,1
乐而忘返,1
乐速,1
乐速通,1
乔宇会,1
乔宇加,1
乔宇后,1
乔治,1
乘兴而来,1
乘凉,1
乘着,1
乘飞机,1
九个,1
九十,1
九十多,1
九天,1
九成,1
了丽思,1
了倩倩,1
争吵,1
二手烟,1
于仁恒,1
于心,1
亏了,1
云南,1
云吞,1
云泥之别,1
云淡风轻,1
互不,1
互助,1
互相帮助,1
互相推诿,1
互相理解,1
互通,1
五六,1
五六天,1
五六家,1
五六日,1
二老,1
二年级,1
争抢,1
二岁,1
事发,1
事实上,1
事问,1
二两,1
二份,1
二位,1
二出,1
二十九,1
二十几分钟,1
二十几度,1
二十周年,1
二十四,1
二十块,1
二十多家,1
二号,1
二娃,1
二层,1
乐曲声,1
乐曲,1
乐意,1
中评,1
中送,1
中间人,1
中高层,1
丰富性,1
丰巢,1
丰帮,1
丰满,1
临时工,1
临水,1
临睡前,1
临退,1
临门一脚,1
丹姐,1
为亚兰,1
为准,1
为客,1
为水,1
中转站,1
中规,1
为识,1
中老年人,1
中学,1
中学毕业,1
中层,1
中居,1
中差,1
中带,1
中年,1
中快,1
中想,1
中拿取,1
中提,1
中文,1
中断,1
中是,1
中来,1
中段,1
中玩得,1
为证,1
为馆,1
乏沉,1
之声,1
之实,1
之家,1
之差,1
之快,1
之情,1
之感,1
之水,1
之王,1
之用,1
之眼,1
之越,1
之跃爽,1
之际,1
乌七八糟,1
乌贼,1
乌龙,1
乏味,1
之多,1
之士,1
主业,1
之喜,1
主任,1
主体,1
主动性,1
主导,1
主角,1
丽兹,1
丽女,1
举个,1
举止,1
久仰,1
久住,1
久办,1
久违,1
之上,1
之中,1
之分,1
之初,1
五六百,1
五六百米,1
五分之一,1
人蛮,1
人进,1
人迹罕至,1
人避,1
人长,1
人问,1
人间天堂,1
人鱼秀,1
亿万,1
仁恒好,1
仁恒差,1
仁恒金,1
仅开,1
今天天气,1
今年冬天,1
今年年底,1
今早,1
今生今世,1
人行,1
人类,1
仍旧会,1
人真多,1
人撞,1
人敢,1
人文环境,1
人机,1
人杂,1
人来查,1
人来演,1
人桌,1
人气值,1
人气儿,1
人浮于世,1
人海战术,1
人淋着,1
人满房,1
人特,1
人特好,1
人略,1
介入,1
从何,1
人才,1
仙境,1
代入,1
代加工,1
代取,1
代叫,1
代号,1
代夫,1
代收,1
代泊,1
代玩,1
代金券,1
代餐,1
令人不解,1
令人兴奋,1
令人恶心,1
令人感动,1
令人激动,1
令人窒息,1
代价,1
付得,1
从何下手,1
付寄到,1
从刚,1
从外,1
从头至尾,1
从带,1
从晓然,1
仓皇,1
仔水,1
仔细听,1
他俩,1
他加,1
他太多,1
他太忙,1
他太赞,1
他方,1
他爸,1
他超,1
付丽女,1
人接,1
人意,1
五到,1
亚斯,1
亚蒂,1
亚迪,1
些小,1
交个,1
交叉,1
交回,1
交帮,1
交待,1
交接,1
交易,1
交涉,1
交还,1
交通枢纽,1
交错,1
产业,1
产业链,1
产前,1
亚特兰大,1
亚当,1
亭子,1
亚店,1
五十,1
五合,1
五官,1
五层,1
五年,1
五彩,1
五彩斑斓,1
五是,1
五月,1
五月份,1
五金件,1
五颜六色,1
井然,1
亚克,1
亚兰,1
亚大,1
亚太,1
京郊,1
亮丽,1
人忙,1
人吐槽,1
人员配备,1
人哇,1
人团餐,1
人士,1
人外,1
人多下,1
人多且,1
人多乱,1
人多后,1
人多得,1
人多而杂,1
人太好,1
人太少,1
人头,1
人婷,1
人少水,1
人影,1
人员培训,1
人口,1
亲切服务,1
人双床,1
亲戚,1
亲戚朋友,1
亲朋好友,1
亲水,1
亲游,1
亲身经历,1
人一,1
人不太,1
人不带,1
人不来,1
人之常情,1
人于,1
人亲,1
人住,1
人住量,1
人儿,1
人到,1
中介,1
丫鬟,1
一艘,1
上错,1
上涨,1
上级,1
上线,1
上虞,1
上要,1
上起,1
上身,1
上进心,1
上门来,1
个星,1
上餐,1
下不去,1
下个月,1
下为,1
下会,1
下像,1
下半场,1
下周,1
上浮,1
上泳,1
上桌,1
上有老,1
上个月,1
上乘,1
上交,1
上人少,1
上位,1
上半场,1
上发,1
上场,1
上定,1
上层,1
上差,1
上张,1
上当受骗,1
上往,1
上手,1
上放,1
上方,1
下咽,1
下头,1
下巴,1
不乏,1
不予,1
不予理睬,1
不人会,1
不付,1
不会错,1
不作美,1
不修,1
不假思索,1
不偏不倚,1
不公,1
不准,1
不减,1
不出去玩,1
不出意外,1
不加奶,1
不华,1
不卑不亢,1
不买,1
不一祥,1
下帮,1
下降时,1
下床,1
下才,1
下文,1
下显,1
下架,1
下榻,1
下浮,1
下游,1
下滑,1
下着雨,1
下腰,1
下菜,1
下订,1
下载安装,1
下连住,1
下锅,1
下错,1
上个,1
上下车,1
上万,1
七八天,1
七八百,1
七十多岁,1
七夕,1
七宗罪,1
七层,1
七岁,1
七晚,1
七楼,1
七次,1
七百多,1
万人,1
万分感激,1
万吨,1
万年,1
万把块,1
万能,1
万达,1
七八次,1
七八十,1
三万,1
七八分钟,1
一见,1
一言不合,1
一说,1
一贯,1
一赞,1
一车,1
一过,1
一进店,1
一通,1
一队,1
一阵子,1
一阶,1
一齐,1
丁洋,1
七个,1
七八,1
七八个,1
丈夫,1
三亚市,1
三颗,1
三多,1
三天三夜,1
三妹,1
三宝,1
三层,1
三张,1
三思,1
三思而后行,1
三日,1
三更半夜,1
三月,1
三月份,1
三检,1
三波,1
三百块,1
三种,1
三观,1
三道,1
三夜,1
三处,1
三件,1
三圈,1
三六九等,1
三分之一,1
三分之二,1
三十几块,1
三十分钟,1
三千多块,1
三号,1
三四,1
三四五次,1
三四倍,1
三四天,1
三四岁,1
三四样,1
三四次,1
三四点,1
三四百,1
三回,1
不卖,1
不可否认,1
不可理喻,1
东南方,1
东奔西跑,1
东方,1
东海,1
东面,1
丢到,1
丢弃,1
两万,1
两万步,1
两三点,1
两不误,1
两人份,1
两人桌,1
两件事,1
两侧,1
两倍,1
两包,1
两千块,1
东南西北,1
东到,1
两回事,1
东倒西歪,1
不鸟,1
专业性,1
专场,1
专注,1
专程到,1
专给,1
且会,1
且订,1
世上,1
世界之窗,1
世贸,1
世面,1
业主,1
业态,1
业界,1
业绩,1
东东,1
两千多块,1
两场,1
不间断,1
两组,1
两袋,1
两道,1
两道菜,1
两颗,1
两餐,1
严先生,1
严寒,1
严时,1
严格要求,1
严谨,1
严赵,1
严重不足,1
丧心病狂,1
个人电脑,1
个位数,1
个华夫,1
个子,1
两节课,1
两级,1
两壶,1
两箱,1
两头,1
两娃来,1
两季,1
两小中,1
两小只,1
两小后,1
两小在,1
两小定,1
两条路,1
两杯,1
两根,1
两步,1
两百,1
两百块,1
两百多,1
两盒,1
两碗,1
不骂,1
不长,1
不吃不喝,1
不尴不尬,1
不屑,1
不幸,1
不忙,1
不思大,1
不情,1
不惯,1
不慎,1
不成问题,1
不报,1
不抱,1
不拘小节,1
不挂,1
不换,1
不放,1
不散,1
不断进步,1
不时之需,1
不尽人意,1
不妥,1
不晒,1
不如意,1
不喜,1
不回,1
不堵,1
不堵车,1
不多加,1
不多时,1
不够看,1
不大行,1
不太上,1
不太够,1
不太大,1
不太想,1
不太给力,1
不太能,1
不太订,1
不好不坏,1
不好受,1
不明,1
不查,1
不错呀,1
不能自己,1
不良影响,1
不补,1
不装,1
不订,1
不许,1
不负责任,1
不贵且,1
不输,1
不输于,1
不辞辛苦,1
不辣,1
不过如此,1
不远处,1
不适感,1
不遗余力,1
不铺,1
不锈钢,1
不良反应,1
不胜枚举,1
不柴,1
不胜其烦,1
不淡定,1
不热,1
不熟,1
不甘,1
不甘示弱,1
不留,1
不瘟不火,1
不相干,1
不相称,1
不眠之夜,1
不短,1
不硬,1
不离手,1
不称,1
不算什么,1
不算数,1
不细,1
地多,1
地广人稀,1
地段,1
撒欢,1
摩擦,1
摩登,1
摩肩接踵,1
摸熟,1
摸鲸,1
撂下,1
撒尿,1
撒撒,1
撕开,1
掉落在,1
撕掉,1
撤出,1
撤回,1
撤掉,1
撺掇,1
操刀,1
擦屁股,1
擦次,1
摩托车,1
摔门,1
摔破,1
摔伤,1
搬动,1
搬开,1
搬运工,1
搭个,1
搭电,1
携家带口,1
摄像,1
摆个,1
摆件,1
摆满,1
摆烂,1
摆盘,1
摇摇欲坠,1
摇晃,1
摇滚,1
摊下来,1
摊鸡蛋,1
擦破,1
支回,1
支撑,1
改成,1
改造,1
放上,1
放不下,1
放人,1
放任,1
放入,1
放出,1
放卡,1
放大镜,1
放好,1
放寒假,1
放心大胆,1
放新,1
放映厅,1
放点,1
放眼望去,1
放纵,1
改日,1
改口说,1
支支吾吾,1
改动,1
支数,1
支洲岛,1
收入,1
收卡,1
收台,1
收回,1
收完,1
收寄,1
收快,1
收据,1
收掉,1
收款,1
收着,1
收货,1
收银台,1
收错,1
改到,1
搬到,1
搬下去,1
搞钱,1
排除万难,1
探店,1
探班,1
接人,1
接侍,1
接地,1
接客,1
接待厅,1
接待客人,1
接待室,1
接替,1
接来,1
接管,1
接线员,1
接续,1
接诊,1
接轨,1
控就,1
排骨汤,1
排近,1
推加,1
排行,1
掏腰包,1
掏钱,1
掐着,1
排上队,1
排不上,1
排位,1
排出去,1
排前,1
排号,1
排好,1
排得,1
排忧解难,1
排挺久,1
排桌,1
排档,1
排水,1
排水沟,1
推到,1
推卸,1
搞点,1
提示卡,1
提要,1
提议,1
提送,1
插卡,1
插孔,1
插播,1
插板,1
插销,1
握手,1
揪心,1
揽客,1
搁置,1
搞不懂,1
搞不清楚,1
搞懂,1
搞混,1
搞清楚,1
提笔,1
提点,1
推卸责任,1
提早去,1
推回,1
推广,1
推拉门,1
推来,1
推来推去,1
推行,1
推辞,1
推门,1
掺和,1
提一嘴,1
提不出,1
提个醒,1
提倡,1
提出批评,1
提包,1
提成,1
提提,1
放肆,1
放进来,1
放错,1
无异议,1
无忧无虑,1
无怪乎,1
无意,1
无愧,1
无所不知,1
无所适从,1
无担保,1
无故,1
无效,1
无数个,1
无数遍,1
无果,1
无槽,1
无止境,1
无法比拟,1
无法自拔,1
无烟,1
无心,1
无差,1
无表情,1
无处不在,1
旅居,1
旅开,1
旅游团,1
旅画,1
旗号,1
旗子,1
无一,1
无一不是,1
无不,1
无人问津,1
无从下手,1
无休止,1
无关紧要,1
无兴趣,1
无出其右,1
无可厚非,1
无可避免,1
无礼,1
无证,1
旅太美,1
早教,1
早班,1
早睡,1
早知,1
早餐会,1
早餐券,1
旱鸭子,1
时一进,1
时为,1
时买,1
时二宝,1
时住,1
时刷,1
时加,1
时因,1
时团,1
时大床,1
时头,1
早点儿,1
早已,1
无话可说,1
早安,1
无趣,1
无限极,1
无限连,1
无需多说,1
既加,1
既来之,1
既能,1
既视感,1
日到,1
日均,1
日夜,1
日容,1
日料奈苏,1
日景,1
日程表,1
旧旧,1
早住,1
旅对,1
旅友,1
放餐,1
数据,1
数星星,1
数次,1
敲定,1
敲开,1
敲窗,1
整了,1
整体而言,1
整体规划,1
整场,1
整备,1
整年,1
整条,1
整点,1
整理出来,1
整笑,1
整面,1
整顿,1
数日,1
数字电视,1
文创,1
数多,1
故事性,1
敏捷,1
救生,1
救生设备,1
教养,1
教室,1
教育,1
敞篷,1
敢出去,1
敢坐,1
散开,1
散散步,1
散架,1
散漫,1
敬意,1
数一数,1
数不胜数,1
整齐划一,1
斑斓,1
旁供,1
新地,1
新增,1
新大陆,1
新婚旅行,1
新意,1
新手,1
新春,1
新来,1
新造,1
方便面,1
方形,1
方特,1
方给,1
方该,1
方雪绒,1
施林琼,1
施舍,1
旁买,1
新型,1
新去,1
斑驳,1
新区,1
料定,1
料想,1
料理,1
斜楞,1
斜角,1
断定,1
断尾,1
断断,1
断断续续,1
断线,1
断网,1
斯汀,1
斯蒂,1
新且,1
新全,1
新冠,1
新冠刚,1
掌中,1
掉色,1
时属,1
找人,1
扯淡,1
扯皮,1
扰民,1
扶墙,1
扶持,1
扶正,1
批爆,1
找不出,1
找人补,1
掉皮,1
找会,1
找佳程,1
找修,1
找来,1
找王,1
找茬,1
找雨婷,1
承受,1
扭捏,1
扭崴,1
扭伤,1
扫着,1
打颤,1
打飞,1
扔起来,1
托儿,1
托班,1
托盘,1
托起,1
托运,1
托马斯,1
扛着,1
扣费,1
扣钱,1
扣除,1
执念,1
执念于,1
执法,1
扫描,1
承担,1
承载力,1
承载量,1
折券,1
折小,1
折扣店,1
折损,1
抚慰,1
抛开,1
抢占,1
抢去,1
抢吃,1
抢夺,1
抢座,1
抢成,1
抢手,1
抢购,1
抢走,1
抢钱,1
抢食,1
护床,1
折叠椅,1
抗疫,1
技压,1
抗拒,1
技能,1
抄底,1
抉择,1
把丽禾,1
把免,1
把头,1
把持,1
把握住,1
抓拍,1
抓瞎,1
投屏,1
投放,1
投资方,1
投食,1
抖音团,1
抗不,1
抗冻,1
打雷,1
打进去,1
打翻,1
所享,1
所在位置,1
所得,1
所怀,1
所急,1
所想,1
所提,1
所标,1
所欲,1
所求,1
所能,1
所致,1
所见即,1
所问,1
扈晓飞,1
手一指,1
手作,1
手信,1
所值,1
所为,1
手叠,1
房钱,1
房买个,1
房二大,1
房产,1
房住,1
房在,1
房外,1
房大床,1
房好,1
.-,1
房扫,1
房时,1
房晚,1
房本,1
房水,1
房管,1
房账,1
房里,1
手印,1
手夹,1
打碎,1
扎脚,1
打一,1
打动,1
打印文件,1
打印纸,1
打听,1
打喷嚏,1
打嗝,1
打扑克,1
打扰到,1
打折扣,1
打架,1
打气,1
打火机,1
打点,1
打球,1
打理,1
打的好,1
扑面而来,1
扎染,1
手提包,1
手霜是,1
手提袋,1
手摸,1
手术,1
手机号,1
手机套,1
手机短信,1
手柄,1
手框码,1
手段,1
手油,1
手绘,1
手脚,1
手艺,1
手调,1
手足无措,1
手蹭,1
手里,1
护航,1
护送,1
报复性,1
指派,1
指甲剪,1
指错,1
按份,1
按原,1
按待员,1
按排,1
按着,1
按错,1
挑个,1
挑人少,1
挑出,1
挑刺,1
挑刺儿,1
挡住,1
挡板,1
挡路,1
挣扎,1
指甲刀,1
指望,1
挤上,1
指挥,1
拿块,1
拿太多,1
拿捏,1
拿掉,1
拿杯,1
拿水,1
拿错,1
持家,1
挂到,1
挂怀,1
挂断,1
挂水,1
挂面,1
指出,1
指到,1
指名道姓,1
指向,1
挣钱,1
挤个,1
拿卡,1
捉醒,1
捏成,1
损伤,1
损害,1
损耗,1
捡了个,1
换下,1
换下来,1
换不换,1
换水,1
换点,1
换药,1
换过来,1
换高,1
捣乱,1
掀掉,1
掂水,1
掉入,1
捏住,1
挽回,1
挤爆,1
挺鲜,1
挥发,1
挥手,1
挨冻受饿,1
挪床,1
振动,1
振耳,1
挺久,1
挺小条,1
挺巧,1
挺强,1
挺旧,1
挺晚,1
挺火,1
挺爽,1
挺贵,1
挺香,1
挺高,1
拿取,1
拿出手,1
报多大,1
抽水,1
担不起,1
拆不多,1
拆台,1
拉下,1
拉下去,1
拉丝,1
拉人,1
拉人来,1
拉会,1
拉到,1
拉动,1
拉客,1
拉屎,1
拉帘,1
拉杆,1
拉生意,1
拉着,1
抽空去,1
抽开,1
拉近,1
抽取,1
报平安,1
报课,1
披风,1
抬滴,1
抱多大,1
抱太大,1
抱恙,1
抱拳,1
抱有,1
抵制,1
抵店,1
抵得,1
抵消,1
